															
Player	Team	G	IP	GS	QS	QS%	K/BB	K/9	BB/9	HR/9	BABIP	Str%	FB MPH	ERA	FIP
Chris Sale	BOS	32	214.1	32	23	71.9	7.2	12.9	1.8	1.0	.301	75.5	94.4	2.90	2.40
Jeff Samardzija	SF	32	207.2	32	20	62.5	6.4	8.9	1.4	1.3	.303	65.0	94.3	4.42	3.58
Carlos Martinez	STL	32	205.0	32	20	62.5	3.1	9.5	3.1	1.2	.285	74.9	95.7	3.64	3.87
Corey Kluber	CLE	29	203.2	29	22	75.9	7.4	11.7	1.6	0.9	.267	80.8	92.6	2.25	2.49
Rick Porcello	BOS	33	203.1	33	19	57.6	3.8	8.0	2.1	1.7	.324	72.8	91.1	4.65	4.58
Gerrit Cole	PIT	33	203.0	33	20	60.6	3.6	8.7	2.4	1.4	.298	70.9	96.0	4.26	4.09
Zack Greinke	ARI	32	202.1	32	19	59.4	4.8	9.6	2.0	1.1	.285	75.5	91.0	3.20	3.37
Jacob deGrom	NYM	31	201.1	31	21	67.7	4.1	10.7	2.6	1.3	.305	75.8	95.2	3.53	3.54
Marcus Stroman	TOR	33	201.0	33	20	60.6	2.6	7.3	2.8	0.9	.310	80.2	93.4	3.09	3.88
Chris Archer	TB	34	201.0	34	20	58.8	4.2	11.1	2.7	1.2	.325	71.7	95.5	4.07	3.39
Max Scherzer	WAS	31	200.2	31	22	71.0	4.9	12.0	2.5	1.0	.245	78.6	94.1	2.51	2.80
Carlos Carrasco	CLE	32	200.0	32	19	59.4	4.9	10.2	2.1	0.9	.307	73.7	94.3	3.29	3.02
Clayton Richard	SD	32	197.1	32	14	43.8	2.6	6.9	2.7	1.1	.351	70.5	90.7	4.79	4.18
Luis Severino	NYY	31	193.1	31	21	67.7	4.5	10.7	2.4	1.0	.272	76.1	97.6	2.98	3.05
Zach Davies	MIL	33	191.1	33	15	45.5	2.3	5.8	2.6	0.9	.302	73.6	89.7	3.90	4.15
Patrick Corbin	ARI	33	189.2	32	19	59.4	2.9	8.4	2.9	1.2	.326	75.7	92.4	4.03	4.10
Julio Teheran	ATL	32	188.1	32	20	62.5	2.1	7.2	3.4	1.5	.281	72.2	91.4	4.49	4.92
Ivan Nova	PIT	31	187.0	31	17	54.8	3.6	6.3	1.7	1.4	.299	72.9	92.8	4.14	4.41
Kevin Gausman	BAL	34	186.2	34	15	44.1	2.5	8.6	3.4	1.4	.336	72.8	95.0	4.68	4.48
Lance Lynn	STL	33	186.1	33	18	54.5	2.0	7.4	3.8	1.3	.244	78.2	91.8	3.43	4.74
Marco Estrada	TOR	33	186.0	33	17	51.5	2.5	8.5	3.4	1.5	.295	68.1	89.9	4.98	4.66
Martin Perez	TEX	32	185.0	32	16	50.0	1.8	5.6	3.1	1.1	.328	70.9	93.1	4.82	4.63
Dan Straily	MIA	33	181.2	33	12	36.4	2.8	8.4	3.0	1.5	.288	73.2	90.3	4.26	4.57
Tanner Roark	WAS	32	181.1	30	17	56.7	2.6	8.2	3.2	1.1	.300	67.6	92.2	4.67	4.11
Ricky Nolasco	LAA	33	181.0	33	12	36.4	2.5	7.1	2.9	1.7	.311	71.9	90.9	4.92	5.13
Jon Lester	CHC	32	180.2	32	18	56.3	3.0	9.0	3.0	1.3	.310	71.4	91.1	4.33	4.11
Jason Hammel	KC	32	180.1	32	14	43.8	3.0	7.2	2.4	1.3	.318	65.4	92.1	5.29	4.29
Jhoulys Chacin	SD	32	180.1	32	16	50.0	2.1	7.6	3.6	0.9	.272	71.9	91.4	3.89	4.11
Jason Vargas	KC	32	179.2	32	16	50.0	2.3	6.7	2.9	1.4	.289	73.6	85.6	4.16	4.66
Alex Cobb	TB	29	179.1	29	15	51.7	2.9	6.4	2.2	1.1	.282	74.1	91.7	3.66	4.13
Masahiro Tanaka	NYY	30	178.1	30	17	56.7	4.7	9.8	2.1	1.8	.306	68.3	92.2	4.74	4.29
Trevor Bauer	CLE	32	176.1	31	15	48.4	3.3	10.0	3.1	1.3	.337	73.6	94.0	4.19	3.87
Jimmy Nelson	MIL	29	175.1	29	17	58.6	4.1	10.2	2.5	0.8	.340	74.4	93.9	3.49	2.97
Stephen Strasburg	WAS	28	175.1	28	20	71.4	4.3	10.5	2.4	0.7	.274	78.2	95.6	2.52	2.67
Clayton Kershaw	LAD	27	175.0	27	20	74.1	6.7	10.4	1.5	1.2	.267	84.6	92.7	2.31	3.13
Matt Moore	SF	32	174.1	31	14	45.2	2.2	7.6	3.5	1.4	.320	66.7	92.0	5.52	4.71
Drew Pomeranz	BOS	32	173.2	32	17	53.1	2.5	9.0	3.6	1.0	.310	79.2	91.4	3.32	3.85
Justin Verlander	DET	28	172.0	28	18	64.3	2.6	9.2	3.5	1.2	-	74.6	95.2	3.82	4.10
Dylan Bundy	BAL	28	169.2	28	19	67.9	3.0	8.1	2.7	1.4	.273	69.5	92.2	4.24	4.33
Jose Urena	MIA	34	169.2	28	12	42.9	1.8	6.0	3.4	1.4	.249	75.8	95.5	3.82	5.03
Jake Arrieta	CHC	30	168.1	30	16	53.3	3.0	8.7	2.9	1.2	.279	76.4	92.1	3.53	4.05
Aaron Nola	PHI	27	168.0	27	17	63.0	3.8	9.9	2.6	1.0	.309	74.1	92.0	3.54	3.31
Andrew Cashner	TEX	28	166.2	28	18	64.3	1.3	4.6	3.5	0.8	.266	76.6	93.4	3.40	4.53
Michael Wacha	STL	30	165.2	30	15	50.0	2.9	8.6	3.0	0.9	.327	71.6	95.1	4.13	3.66
Michael Fulmer	DET	25	164.2	25	18	72.0	2.9	6.2	2.2	0.7	.273	67.8	95.9	3.83	3.59
Ty Blach	SF	34	163.2	24	13	54.2	1.7	4.0	2.4	0.9	.290	65.9	90.1	4.78	4.47
Luis Perdomo	SD	29	163.2	29	16	55.2	1.8	6.5	3.6	0.9	.325	70.4	94.2	4.67	4.34
German Marquez	COL	29	162.0	29	14	48.3	3.0	8.2	2.7	1.4	.316	72.7	95.0	4.39	4.33
Robbie Ray	ARI	28	162.0	28	16	57.1	3.1	12.1	3.9	1.3	.267	82.3	94.3	2.89	3.71
Jordan Zimmermann	DET	29	160.0	29	11	37.9	2.3	5.8	2.5	1.6	.330	63.9	92.2	6.08	5.12
Sean Manaea	OAK	29	158.2	29	14	48.3	2.5	7.9	3.1	1.0	.318	71.1	91.6	4.37	3.98
Kyle Gibson	MIN	29	158.0	29	10	34.5	2.0	6.9	3.4	1.4	.328	70.2	92.0	5.07	4.82
Taijuan Walker	ARI	28	157.1	28	12	42.9	2.4	8.4	3.5	1.0	.291	77.1	93.8	3.49	3.95
Wade Miley	BAL	32	157.1	32	8	25.0	1.5	8.1	5.3	1.4	.332	70.4	91.0	5.61	5.29
Chad Kuhl	PIT	31	157.1	31	8	25.8	2.0	8.1	4.1	1.0	.321	72.4	95.5	4.35	4.22
Kyle Freeland	COL	33	156.0	28	13	46.4	1.7	6.2	3.6	1.0	.308	74.9	92.0	4.10	4.50
Jordan Montgomery	NYY	29	155.1	29	10	34.5	2.8	8.3	3.0	1.2	.275	72.9	92.0	3.88	4.12
Zack Godley	ARI	26	155.0	25	14	56.0	3.1	9.6	3.1	0.9	.280	73.5	91.9	3.37	3.39
Ian Kennedy	KC	30	154.0	30	10	33.3	2.1	7.7	3.6	2.0	.257	65.9	91.9	5.38	5.60
Mike Leake	STL	26	154.0	26	14	53.8	2.9	6.0	2.0	1.1	-	71.4	90.1	4.21	4.17
Mike Foltynewicz	ATL	29	154.0	28	15	53.6	2.4	8.4	3.4	1.2	.324	70.2	95.3	4.79	4.22
Mike Fiers	HOU	29	153.1	28	10	35.7	2.4	8.6	3.6	1.9	.300	69.5	89.7	5.22	5.26
Alex Wood	LAD	27	152.1	25	15	60.0	4.0	8.9	2.2	0.9	.267	78.8	91.8	2.72	3.27
Trevor Williams	PIT	31	150.1	25	11	44.0	2.3	7.0	3.1	0.8	.292	70.5	92.1	4.07	3.93
CC Sabathia	NYY	27	148.2	27	12	44.4	2.4	7.3	3.0	1.3	.276	76.2	90.9	3.69	4.46
Cole Hamels	TEX	24	148.0	24	14	58.3	2.0	6.4	3.2	1.1	.251	68.1	92.0	4.20	4.47
Tyler Chatwood	COL	33	147.2	25	9	36.0	1.6	7.3	4.7	1.2	.283	70.5	94.7	4.69	4.95
JC Ramirez	LAA	27	147.1	24	11	45.8	2.1	6.4	3.0	1.3	.292	73.4	95.5	4.15	4.66
Johnny Cueto	SF	25	147.1	25	12	48.0	2.6	8.3	3.2	1.3	.322	72.8	91.3	4.52	4.41
Charlie Morton	HOU	25	146.2	25	10	40.0	3.3	10.0	3.1	0.9	.295	72.0	95.0	3.62	3.28
Danny Duffy	KC	24	146.1	24	13	54.2	3.2	8.0	2.5	0.8	.309	71.3	92.9	3.81	3.45
Jose Berrios	MIN	26	145.2	25	12	48.0	2.9	8.6	3.0	0.9	.289	70.7	93.5	3.89	3.65
J.A. Happ	TOR	25	145.1	25	14	56.0	3.1	8.8	2.8	1.1	.302	77.5	91.8	3.53	3.84
Jake Odorizzi	TB	28	143.1	28	11	39.3	2.1	8.0	3.8	1.9	.227	75.7	91.6	4.14	5.47
Chase Anderson	MIL	25	141.1	25	13	52.0	3.2	8.5	2.6	0.9	.265	79.3	93.1	2.74	3.50
Josh Tomlin	CLE	26	141.0	26	9	34.6	7.8	7.0	0.9	1.5	.329	65.0	87.7	4.98	4.08
Kyle Hendricks	CHC	24	139.2	24	14	58.3	3.1	7.9	2.6	1.1	.281	79.9	85.8	3.03	3.91
Jesse Chavez	LAA	38	138.0	21	7	33.3	2.6	7.8	2.9	1.8	.306	67.3	92.0	5.35	5.12
Eduardo Rodriguez	BOS	25	137.1	24	12	50.0	3.0	9.8	3.3	1.2	.299	71.3	93.3	4.19	3.94
Yu Darvish	TEX	22	137.0	22	15	68.2	3.3	9.7	3.0	1.3	-	70.7	94.2	4.01	3.96
James Paxton	SEA	24	136.0	24	14	58.3	4.2	10.3	2.4	0.6	.300	74.5	95.4	2.98	2.61
Rich Hill	LAD	25	135.2	25	9	36.0	3.4	11.0	3.3	1.2	.261	75.4	89.0	3.32	3.60
Derek Holland	CWS	29	135.0	26	12	46.2	1.4	6.9	5.0	2.1	.307	69.0	91.1	6.20	6.37
Matt Boyd	DET	26	135.0	25	10	40.0	2.1	7.3	3.5	1.2	.330	68.2	92.0	5.27	4.52
Antonio Senzatela	COL	36	134.2	20	7	35.0	2.2	6.8	3.1	1.2	.280	66.9	94.3	4.68	4.50
Kenta Maeda	LAD	29	134.1	25	5	20.0	4.1	9.4	2.3	1.5	.278	69.2	91.5	4.22	4.03
Jameson Taillon	PIT	25	133.2	25	9	36.0	2.7	8.4	3.1	0.7	.352	70.6	95.3	4.44	3.47
Nick Pivetta	PHI	26	133.0	26	8	30.8	2.5	9.5	3.9	1.7	.332	63.6	94.4	6.02	4.87
Brad Peacock	HOU	34	132.0	21	8	38.1	2.8	11.0	3.9	0.7	.286	76.9	92.1	3.00	3.08
Mike Montgomery	CHC	44	130.2	14	6	42.9	1.8	6.9	3.8	0.7	.253	73.6	92.2	3.38	3.97
Blake Snell	TB	24	129.1	24	7	29.2	2.0	8.3	4.1	1.0	.278	72.6	94.3	4.04	4.28
Jharel Cotton	OAK	24	129.0	24	6	25.0	2.0	7.3	3.7	2.0	.281	67.1	93.0	5.58	5.67
Jerad Eickhoff	PHI	24	128.0	24	8	33.3	2.2	8.3	3.7	1.1	.328	71.5	90.4	4.71	4.26
Hyun-Jin Ryu	LAD	25	126.2	24	6	25.0	2.6	8.2	3.2	1.6	.299	79.5	90.3	3.77	4.73
Adam Wainwright	STL	24	123.1	23	8	34.8	2.1	7.0	3.3	1.0	.326	67.3	89.7	5.11	4.25
Tim Adleman	CIN	30	122.1	20	7	35.0	2.1	7.9	3.8	2.1	.282	68.5	90.1	5.52	5.81
Mike Clevinger	CLE	27	121.2	21	11	52.4	2.3	10.1	4.4	1.0	.274	79.1	92.5	3.11	3.87
Parker Bridwell	LAA	21	121.0	20	13	65.0	2.4	5.4	2.2	1.4	.262	76.2	92.4	3.64	4.80
Joe Biagini	TOR	44	119.2	18	5	27.8	2.3	7.3	3.2	1.1	.305	63.2	93.8	5.34	4.30
Robert Gsellman	NYM	25	119.2	22	8	36.4	2.0	6.2	3.2	1.3	.303	68.1	92.7	5.19	4.76
Rafael Montero	NYM	34	119.0	18	6	33.3	1.7	8.6	5.1	0.9	.366	68.9	93.7	5.52	4.34
Lance McCullers	HOU	22	118.2	22	9	40.9	3.3	10.0	3.0	0.6	.330	67.1	94.2	4.25	2.90
Dinelson Lamet	SD	21	114.1	21	10	47.6	2.6	10.9	4.3	1.4	.261	67.7	95.0	4.57	4.28
Jeremy Hellickson	PHI	20	112.1	20	8	40.0	2.2	5.2	2.4	1.8	-	68.9	90.2	4.73	5.42
Madison Bumgarner	SF	17	111.0	17	12	70.6	5.1	8.2	1.6	1.4	.272	76.9	91.1	3.32	3.93
Jon Gray	COL	20	110.1	20	10	50.0	3.7	9.1	2.4	0.8	.336	73.7	96.0	3.67	3.19
Joe Musgrove	HOU	38	109.1	15	3	20.0	3.5	8.1	2.3	1.5	.316	68.5	92.9	4.77	4.34
Anibal Sanchez	DET	28	105.1	17	7	41.2	3.6	8.9	2.5	2.2	.354	65.5	90.8	6.41	5.29
Kendall Graveman	OAK	19	105.1	19	11	57.9	2.2	6.0	2.7	1.0	.313	72.4	93.4	4.19	4.29
Jose Quintana	CWS	18	104.1	18	9	50.0	2.7	9.4	3.5	1.2	-	69.4	92.1	4.49	4.04
Danny Salazar	CLE	23	103.0	19	7	36.8	3.3	12.7	3.8	1.2	.343	71.8	95.1	4.28	3.48
Adam Conley	MIA	22	102.2	20	8	40.0	1.7	6.3	3.7	1.7	.295	62.8	89.5	6.14	5.47
Daniel Norris	DET	22	101.2	18	6	33.3	2.0	7.6	3.9	1.1	.344	68.4	93.2	5.31	4.38
Seth Lugo	NYM	19	101.1	18	8	44.4	3.4	7.5	2.2	1.2	.325	68.3	91.1	4.71	3.95
Sean Newcomb	ATL	19	100.0	19	7	36.8	1.9	9.7	5.1	0.9	.327	74.1	93.7	4.32	4.11
Jeff Hoffman	COL	23	99.1	16	7	43.8	2.1	7.4	3.6	1.4	.304	61.8	94.4	5.89	4.76
Jakob Junis	KC	20	98.1	16	7	43.8	3.2	7.3	2.3	1.4	.294	71.2	91.2	4.30	4.34
Adalberto Mejia	MIN	21	98.0	21	3	14.3	1.9	7.8	4.0	1.2	.328	74.5	92.5	4.50	4.58
Sonny Gray	OAK	16	97.0	16	11	68.8	3.1	8.7	2.8	0.7	-	72.6	93.0	3.43	3.29
Michael Pineda	NYY	17	96.1	17	9	52.9	4.4	8.6	2.0	1.9	.302	74.0	93.9	4.39	4.66
Matt Harvey	NYM	19	92.2	18	4	22.2	1.4	6.5	4.6	2.0	.307	64.7	93.8	6.70	6.27
Edinson Volquez	MIA	17	92.1	17	6	35.3	1.5	7.9	5.2	0.8	.278	71.5	93.1	4.19	4.35
Yusmeiro Petit	LAA	60	91.1	1	0	0.0	5.6	10.0	1.8	0.9	.267	75.6	89.6	2.76	2.88
Daniel Gossett	OAK	18	91.1	18	7	38.9	2.3	7.1	3.1	2.1	.328	67.5	91.5	6.11	5.66
Homer Bailey	CIN	18	91.0	18	7	38.9	1.6	6.6	4.2	1.1	.346	62.2	93.5	6.43	4.73
Mark Leiter	PHI	27	90.2	11	4	36.4	2.7	8.3	3.1	1.8	.282	68.9	91.0	4.96	4.99
Luis Castillo	CIN	15	89.1	15	8	53.3	3.1	9.9	3.2	1.1	.247	76.5	97.5	3.12	3.72
Ben Lively	PHI	15	88.2	15	10	66.7	2.2	5.3	2.4	1.3	.280	71.3	91.4	4.26	4.77
Sal Romano	CIN	16	87.0	16	5	31.3	2.0	7.6	3.8	0.9	.314	71.4	95.3	4.45	4.19
Jake Faria	TB	16	86.2	14	9	64.3	2.7	8.7	3.2	1.1	.265	75.8	91.8	3.43	4.02
Felix Hernandez	SEA	16	86.2	16	7	43.8	3.0	8.1	2.7	1.8	.288	73.7	90.5	4.36	4.88
Zack Wheeler	NYM	17	86.1	17	6	35.3	2.0	8.4	4.2	1.6	.332	71.3	94.6	5.21	5.02
Tyler Anderson	COL	17	86.0	15	5	33.3	3.1	8.5	2.7	1.7	.304	69.4	92.0	4.81	4.67
Matt Andriese	TB	18	86.0	17	6	35.3	2.7	8.0	2.9	1.7	.296	73.5	92.1	4.50	4.86
Tyler Skaggs	LAA	16	85.0	16	5	31.3	2.7	8.0	3.0	1.4	.318	71.4	91.9	4.55	4.42
Chris Rusin	COL	60	85.0	0	0	0.0	3.7	7.5	2.0	1.0	.277	81.2	91.4	2.65	3.60
Robert Stephenson	CIN	25	84.2	11	4	36.4	1.6	9.1	5.6	1.3	.300	73.8	93.7	4.68	4.95
Jose Quintana	CHC	14	84.1	14	9	64.3	4.7	10.5	2.2	1.0	-	69.0	92.1	3.74	3.04
Austin Pruitt	TB	30	83.0	8	4	50.0	3.0	7.2	2.4	1.2	.345	66.7	91.6	5.31	4.15
Michael Lorenzen	CIN	70	83.0	0	0	0.0	2.4	8.7	3.7	1.0	.295	68.9	96.4	4.45	3.95
Francisco Liriano	TOR	18	82.2	18	5	27.8	1.7	8.1	4.7	1.2	-	65.0	92.9	5.88	4.75
Alex Claudio	TEX	70	82.2	1	0	0.0	3.7	6.1	1.6	0.5	.269	77.8	86.7	2.50	3.19
Brent Suter	MIL	22	81.2	14	4	28.6	2.9	7.1	2.4	0.9	.306	76.3	85.8	3.42	3.74
Chris Devenski	HOU	62	80.2	0	0	0.0	3.8	11.2	2.9	1.2	.220	80.0	94.1	2.68	3.49
Craig Stammen	SD	60	80.1	0	0	0.0	2.6	8.3	3.1	1.3	.263	81.0	91.5	3.14	4.38
Brad Hand	SD	72	79.1	0	0	0.0	5.2	11.8	2.3	1.0	.263	84.6	93.5	2.16	2.83
Mychal Givens	BAL	69	78.2	0	0	0.0	3.5	10.1	2.9	1.1	.251	80.6	95.6	2.75	3.60
Mike Minor	KC	65	77.2	0	0	0.0	4.0	10.2	2.5	0.6	.272	77.0	94.4	2.55	2.65
Ryan Tepera	TOR	73	77.2	0	0	0.0	2.6	9.4	3.6	0.8	.260	70.4	95.0	3.59	3.52
Matt Shoemaker	LAA	14	77.2	14	5	35.7	2.5	8.0	3.2	1.7	.278	72.1	91.5	4.52	5.05
Bryan Shaw	CLE	79	76.2	0	0	0.0	3.3	8.6	2.6	0.6	.311	71.6	95.0	3.52	3.03
Raisel Iglesias	CIN	63	76.0	0	0	0.0	3.4	10.9	3.2	0.6	.287	79.7	96.4	2.49	2.74
Corey Knebel	MIL	76	76.0	0	0	0.0	3.2	14.9	4.7	0.7	.311	89.0	97.4	1.78	2.54
Felipe Vazquez	PIT	73	75.1	0	0	0.0	4.4	10.5	2.4	0.5	.234	84.1	98.5	1.67	2.38
Hector Neris	PHI	74	74.2	0	0	0.0	3.3	10.4	3.1	1.1	.306	81.2	94.7	3.01	3.54
David Price	BOS	16	74.2	11	7	63.6	3.2	9.2	2.9	1.0	.278	75.3	94.3	3.38	3.55
Ross Stripling	LAD	49	74.1	2	0	0.0	3.9	9.0	2.3	1.2	.294	73.1	92.9	3.75	3.75
Joe Ross	WAS	13	73.2	13	7	53.8	3.4	8.3	2.4	2.0	.332	72.8	91.4	5.01	5.02
Archie Bradley	ARI	63	73.0	0	0	0.0	3.8	9.7	2.6	0.5	.276	86.1	96.4	1.73	2.64
Carlos Torres	MIL	67	72.2	0	0	0.0	1.7	6.9	4.1	1.2	.309	76.2	94.0	4.21	4.86
Vince Velasquez	PHI	15	72.0	15	4	26.7	2.0	8.5	4.3	1.9	.303	72.0	93.9	5.13	5.48
Jacob Barnes	MIL	73	72.0	0	0	0.0	2.4	10.0	4.1	1.0	.272	70.7	96.7	4.00	3.84
Luis Garcia	PHI	66	71.1	0	0	0.0	2.3	7.6	3.3	0.4	.282	78.6	97.2	2.65	3.19
Tyler Duffey	MIN	56	71.0	0	0	0.0	3.7	8.5	2.3	1.1	.326	65.9	92.1	4.94	3.75
Amir Garrett	CIN	16	70.2	14	6	42.9	1.6	8.0	5.1	2.9	.264	61.5	91.7	7.39	7.40
Dominic Leone	TOR	65	70.1	0	0	0.0	3.5	10.4	2.9	0.8	.266	79.4	94.4	2.56	3.02
Hector Santiago	MIN	15	70.1	14	5	35.7	1.6	6.5	4.0	1.9	.263	66.3	90.7	5.63	5.89
Junior Guerra	MIL	21	70.1	14	4	28.6	1.6	8.6	5.5	2.3	.236	74.4	91.9	5.12	6.52
Dylan Covey	CWS	18	70.0	12	1	8.3	1.2	5.3	4.4	2.6	.296	58.8	92.6	7.71	7.25
Jesse Hahn	OAK	14	69.2	13	6	46.2	2.0	7.1	3.5	0.5	.327	63.4	93.8	5.30	3.57
Matt Barnes	BOS	70	69.2	0	0	0.0	3.0	10.7	3.6	0.9	.298	70.5	95.2	3.88	3.37
Erasmo Ramirez	TB	26	69.1	8	1	12.5	3.4	7.1	2.1	1.3	-	62.5	91.6	4.80	4.20
Carlos Rodon	CWS	12	69.1	12	6	50.0	2.5	9.9	4.0	1.6	.297	75.9	93.2	4.15	4.64
Chad Green	NYY	40	69.0	1	0	0.0	6.1	13.4	2.2	0.5	.236	78.7	95.8	1.83	1.73
Scott Alexander	KC	58	69.0	0	0	0.0	2.1	7.7	3.7	0.4	.306	81.6	93.2	2.48	3.31
Kenley Jansen	LAD	65	68.1	0	0	0.0	15.6	14.4	0.9	0.7	.291	89.1	93.3	1.32	1.28
Wade LeBlanc	PIT	50	68.0	0	0	0.0	3.2	7.1	2.3	1.3	.269	66.2	87.3	4.50	4.30
Cory Gearrin	SF	68	68.0	0	0	0.0	1.8	8.5	4.6	0.5	.263	86.4	91.7	1.99	3.68
Brad Brach	BAL	67	68.0	0	0	0.0	2.7	9.3	3.4	0.9	.256	75.7	95.0	3.18	3.66
Shane Greene	DET	71	67.2	0	0	0.0	2.1	9.7	4.5	0.8	.265	82.1	95.0	2.66	3.75
Blake Parker	LAA	71	67.1	0	0	0.0	5.4	11.5	2.1	0.9	.229	75.5	93.6	2.54	2.73
Brett Cecil	STL	73	67.1	0	0	0.0	4.1	8.8	2.1	0.9	.319	71.1	91.5	3.88	3.33
Alex Meyer	LAA	13	67.1	13	6	46.2	1.8	10.0	5.6	0.8	.255	73.8	95.7	3.74	4.06
Cody Allen	CLE	69	67.1	0	0	0.0	4.4	12.3	2.8	1.2	.304	81.2	94.3	2.94	3.17
Alex Colome	TB	65	66.2	0	0	0.0	2.5	7.8	3.1	0.5	.275	73.7	95.1	3.24	3.31
Steven Matz	NYM	13	66.2	13	4	30.8	2.5	6.5	2.6	1.6	.329	63.3	93.1	6.08	4.98
Carl Edwards Jr.	CHC	73	66.1	0	0	0.0	2.5	12.8	5.2	0.8	.193	73.8	95.2	2.98	3.32
Miguel Castro	BAL	39	66.1	1	0	0.0	1.4	5.2	3.8	1.1	.227	75.3	95.6	3.53	4.93
Kyle Barraclough	MIA	66	66.0	0	0	0.0	2.0	10.4	5.2	0.7	.291	80.2	94.8	3.00	3.67
Danny Barnes	TOR	60	66.0	0	0	0.0	2.6	8.5	3.3	1.5	.222	75.4	92.0	3.55	4.62
Edwin Diaz	SEA	66	66.0	0	0	0.0	2.8	12.1	4.4	1.4	.236	78.8	97.3	3.27	3.98
Paul Sewald	NYM	57	65.1	0	0	0.0	3.3	9.5	2.9	1.1	.287	64.8	91.4	4.55	3.68
Andrew Triggs	OAK	12	65.1	12	6	50.0	2.6	6.9	2.6	1.2	.294	71.8	88.9	4.27	4.36
